open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1671494400000,1167.21,1175.16,1162.50,1171.56,259364.455,1671497999999,303193138.43781,116238,142265.412,166331593.81709,0
1671498000000,1171.56,1193.00,1170.91,1185.22,493133.961,1671501599999,583248097.03189,198203,270377.491,319796695.80254,0
1671501600000,1185.21,1198.50,1182.67,1192.38,368427.141,1671505199999,438768602.26974,154171,193186.904,230089843.69085,0
1671505200000,1192.38,1198.87,1187.47,1191.85,283450.522,1671508799999,337624101.76934,121987,135252.913,161152794.47215,0
1671508800000,1191.85,1225.00,1190.00,1208.02,542521.519,1671512399999,653417865.27527,226435,308079.908,371196486.74341,0
1671512400000,1208.01,1210.78,1203.33,1208.00,213380.936,1671515999999,257452200.84615,105533,109186.548,131750012.25761,0
1671516000000,1208.00,1213.63,1204.91,1212.39,199382.482,1671519599999,241138738.06936,95156,114631.069,138671677.91595,0
1671519600000,1212.39,1213.11,1205.44,1207.92,148918.139,1671523199999,179925439.71557,76139,69927.327,84483259.06447,0
1671523200000,1207.97,1211.88,1205.40,1210.63,158791.004,1671526799999,191865809.81066,80491,83161.449,100495850.83212,0
1671526800000,1210.63,1211.90,1207.42,1210.31,126611.469,1671530399999,153113482.95657,62590,66459.349,80378513.74683,0
1671530400000,1210.32,1211.01,1207.17,1207.69,91259.194,1671533999999,110314077.28966,51622,45120.664,54541919.91089,0
1671534000000,1207.70,1221.84,1206.92,1211.83,270370.908,1671537599999,327976671.54556,126582,152252.237,184726372.89834,0
1671537600000,1211.82,1217.50,1211.46,1213.08,182648.259,1671541199999,221716403.70051,97520,95881.790,116400850.87630,0
1671541200000,1213.07,1214.79,1208.09,1210.03,144438.954,1671544799999,175013004.34766,85209,66615.382,80723317.78303,0
1671544800000,1210.02,1224.99,1201.79,1217.71,495177.868,1671548399999,600262151.64191,229621,260061.006,315368588.20619,0
1671548400000,1217.75,1232.00,1212.47,1216.44,605483.782,1671551999999,738979853.94608,292411,305588.877,373068838.15917,0
1671552000000,1216.44,1217.78,1204.13,1210.97,421579.965,1671555599999,510195370.88781,197341,204342.793,247285913.69960,0
1671555600000,1210.97,1213.36,1208.03,1211.99,126891.210,1671559199999,153635258.70004,72017,61955.037,75021700.98776,0
1671559200000,1211.99,1217.90,1208.60,1214.10,152938.684,1671562799999,185591101.26784,78968,80146.793,97271129.08544,0
1671562800000,1214.10,1218.68,1213.23,1216.20,111112.485,1671566399999,135094211.49389,66403,56482.748,68681594.86815,0
1671566400000,1216.25,1219.58,1210.69,1212.22,138298.357,1671569999999,168131804.34077,74304,67744.930,82382833.58029,0
1671570000000,1212.22,1216.28,1210.78,1215.60,76597.139,1671573599999,92948017.96678,42811,42957.366,52132515.83941,0
1671573600000,1215.60,1217.40,1213.01,1215.00,54671.989,1671577199999,66444077.63470,38849,27719.092,33689469.04295,0
1671577200000,1214.99,1221.00,1214.99,1216.21,112890.764,1671580799999,137486829.50278,60818,61721.395,75177274.77920,0
