open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1759276800000,4142.75,4150.00,4120.61,4146.65,103545.946,1759280399999,428321602.16579,163828,51786.981,214263101.50367,0
1759280400000,4146.65,4172.47,4139.94,4168.68,119141.056,1759283999999,495209230.84875,181554,62675.957,260504332.43944,0
1759284000000,4168.68,4168.93,4150.00,4150.99,80770.685,1759287599999,335968176.61650,123101,33136.240,137835516.80710,0
1759287600000,4151.00,4151.97,4126.05,4126.84,123666.298,1759291199999,511985898.55131,168925,50982.733,211078697.20117,0
1759291200000,4126.84,4155.00,4124.35,4138.47,102205.863,1759294799999,423423130.98761,163908,50240.912,208172781.13529,0
1759294800000,4138.47,4155.93,4137.79,4142.37,67623.710,1759298399999,280476930.49385,115744,38030.334,157760498.23174,0
1759298400000,4142.36,4145.38,4121.33,4124.64,105180.067,1759301999999,434744045.60565,162411,49389.944,204163056.38046,0
1759302000000,4124.65,4146.33,4123.00,4143.99,70646.994,1759305599999,292252072.99300,118761,41172.538,170328852.09124,0
1759305600000,4143.98,4329.00,4141.37,4289.99,1061676.000,1759309199999,4514962239.58225,893782,583666.835,2479377330.81963,0
1759309200000,4289.99,4317.11,4277.42,4308.43,377182.720,1759312799999,1619167981.42343,387669,176875.023,759400734.98055,0
1759312800000,4308.44,4310.98,4277.31,4280.40,162903.034,1759316399999,699125748.86315,204364,71166.395,305380809.76876,0
1759316400000,4280.40,4303.26,4280.40,4295.88,113754.723,1759319999999,488453769.73474,163639,54833.282,235450355.06318,0
1759320000000,4295.88,4312.34,4276.23,4282.37,188717.565,1759323599999,810363920.60056,254509,90950.954,390596500.28233,0
1759323600000,4282.37,4301.00,4277.20,4293.58,167448.731,1759327199999,718470791.95310,280366,86280.919,370192952.22545,0
1759327200000,4293.58,4337.99,4289.00,4321.58,372116.818,1759330799999,1606508376.52216,491216,190908.614,824255923.98507,0
1759330800000,4321.58,4343.29,4311.67,4325.01,183426.127,1759334399999,793913696.14448,251620,92480.999,400286654.87803,0
1759334400000,4325.01,4337.92,4315.60,4322.64,156309.744,1759337999999,676699337.11135,226911,73800.227,319499192.49198,0
1759338000000,4322.64,4331.60,4286.00,4291.55,184493.355,1759341599999,794529035.68665,228891,83825.617,361035322.41868,0
1759341600000,4291.55,4316.80,4289.93,4306.17,100834.595,1759345199999,434143938.12212,148463,51643.547,222344472.48826,0
1759345200000,4306.16,4338.04,4303.46,4332.24,135830.228,1759348799999,587710000.90609,164405,74156.064,320836058.31478,0
1759348800000,4332.23,4335.35,4310.81,4332.99,133190.709,1759352399999,575987318.48071,141597,60042.679,259681884.94460,0
1759352400000,4333.00,4333.47,4284.55,4302.52,115502.779,1759355999999,497408240.92166,137176,47844.104,206080130.87310,0
1759356000000,4302.52,4327.45,4302.52,4310.55,67452.330,1759359599999,290968263.47326,129199,36042.781,155474580.19000,0
1759359600000,4310.54,4356.07,4308.01,4345.85,142885.280,1759363199999,619225794.89390,210209,84053.747,364353965.74910,0
