open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1777593600000,2256.50,2262.95,2256.03,2262.42,10739.558,1777593899999,24273450.99558,14159,7708.841,17424787.56122,0
1777593900000,2262.42,2262.95,2260.29,2262.12,7530.530,1777594199999,17029341.58784,9602,4726.495,10687685.40934,0
1777594200000,2262.11,2262.26,2260.41,2261.44,3120.433,1777594499999,7056426.57772,6087,1560.597,3529270.42142,0
1777594500000,2261.43,2264.97,2261.43,2261.90,8424.974,1777594799999,19070616.54133,11180,4643.985,10512157.03023,0
1777594800000,2261.90,2262.14,2259.75,2259.94,3577.482,1777595099999,8087902.80577,5453,2067.316,4673615.68784,0
1777595100000,2259.95,2261.07,2259.94,2261.07,2211.618,1777595399999,4999408.13565,3210,1436.779,3247837.13195,0
1777595400000,2261.07,2262.51,2260.53,2260.54,3174.830,1777595699999,7180508.64350,5770,1380.665,3122827.25589,0
1777595700000,2260.54,2261.42,2259.98,2260.84,1925.869,1777595999999,4353773.02661,4172,1018.102,2301537.33196,0
1777596000000,2260.83,2262.85,2260.83,2262.40,1734.944,1777596299999,3924067.98581,4378,976.745,2209012.50496,0
1777596300000,2262.41,2264.50,2260.17,2260.18,5654.738,1777596599999,12795476.14408,8004,2027.783,4588534.40737,0
1777596600000,2260.18,2260.30,2259.00,2259.00,1975.474,1777596899999,4464151.61463,4329,714.759,1615159.28471,0
1777596900000,2259.01,2259.74,2257.18,2258.84,3325.386,1777597199999,7509929.92668,7380,1500.125,3387717.16542,0
1777597200000,2258.84,2260.44,2258.55,2260.44,2052.268,1777597499999,4637325.71507,4588,1208.440,2730394.33269,0
1777597500000,2260.44,2264.20,2260.44,2262.84,3547.535,1777597799999,8026579.26082,7063,2236.916,5060967.39001,0
1777597800000,2262.84,2263.29,2261.74,2262.51,2805.986,1777598099999,6349198.79306,5468,1304.005,2950531.66462,0
1777598100000,2262.52,2264.49,2262.51,2263.52,4530.312,1777598399999,10256033.11690,7254,2866.768,6490026.56849,0
1777598400000,2263.53,2263.87,2262.16,2262.31,3046.758,1777598699999,6895365.84423,5704,1106.595,2504530.73096,0
1777598700000,2262.30,2262.30,2260.44,2261.50,2688.839,1777598999999,6079902.81934,4722,689.371,1558689.36021,0
1777599000000,2261.50,2262.36,2260.84,2262.28,2187.354,1777599299999,4946779.87854,4594,1214.994,2747820.38702,0
1777599300000,2262.28,2262.88,2261.76,2262.84,1925.108,1777599599999,4355407.62024,2978,724.226,1638459.37958,0
1777599600000,2262.84,2264.97,2262.83,2264.68,4180.911,1777599899999,9465752.93995,5670,2620.453,5932388.49424,0
1777599900000,2264.69,2268.00,2263.79,2265.66,10226.971,1777600199999,23174272.60833,11650,5319.290,12054624.43103,0
1777600200000,2265.66,2268.57,2265.15,2267.34,14874.962,1777600499999,33723580.83731,14724,4535.105,10280766.43703,0
1777600500000,2267.35,2269.57,2266.11,2266.54,12556.655,1777600799999,28477760.37059,13887,6371.533,14451980.01210,0
1777600800000,2266.54,2267.21,2264.15,2265.99,7454.524,1777601099999,16887966.20052,10032,3408.891,7722752.21215,0
1777601100000,2265.98,2268.91,2264.93,2268.43,6307.779,1777601399999,14299362.49063,8730,4396.305,9966901.56348,0
1777601400000,2268.42,2268.43,2265.52,2265.76,2930.286,1777601699999,6643223.41715,4919,776.698,1760611.67950,0
1777601700000,2265.76,2267.31,2264.40,2264.40,2854.171,1777601999999,6466987.18458,5415,1183.472,2681508.06716,0
1777602000000,2264.41,2265.00,2262.99,2264.99,6618.362,1777602299999,14984231.55634,6400,2628.513,5951591.90538,0
1777602300000,2264.99,2265.78,2264.73,2265.33,1187.721,1777602599999,2690481.19468,2442,628.284,1423201.78474,0
1777602600000,2265.34,2265.78,2263.34,2264.34,5814.269,1777602899999,13164592.66722,6402,1553.306,3517211.44796,0
1777602900000,2264.34,2266.91,2264.33,2265.69,4314.356,1777603199999,9777436.31612,5671,2488.181,5638621.77116,0
1777603200000,2265.69,2266.12,2265.02,2265.02,1356.736,1777603499999,3073812.23415,2576,510.723,1157164.05389,0
1777603500000,2265.02,2265.86,2264.60,2265.63,2408.929,1777603799999,5456801.08075,4476,1084.191,2455883.58082,0
