open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1706745600000,2281.99,2289.25,2281.29,2286.15,9819.640,1706745899999,22443669.32822,12614,6311.867,14425813.96375,0
1706745900000,2286.16,2287.60,2285.20,2287.01,2850.922,1706746199999,6517850.30234,5555,1653.424,3779893.31633,0
1706746200000,2287.00,2288.18,2285.64,2286.61,6557.677,1706746499999,14995689.84214,6533,1717.911,3928166.08323,0
1706746500000,2286.61,2289.06,2285.73,2288.16,3324.896,1706746799999,7605493.63607,4633,2115.411,4838939.34154,0
1706746800000,2288.16,2288.16,2282.02,2282.44,11995.314,1706747099999,27412414.49402,10232,4844.641,11070067.66254,0
1706747100000,2282.45,2285.63,2282.42,2283.65,4923.800,1706747399999,11242848.02364,5654,3498.568,7988104.55456,0
1706747400000,2283.65,2285.44,2280.20,2281.46,4973.771,1706747699999,11349816.69401,7452,1663.477,3796192.07797,0
1706747700000,2281.47,2281.47,2274.33,2275.12,7787.455,1706747999999,17738817.71630,10547,2219.779,5056700.56413,0
1706748000000,2275.13,2280.56,2270.46,2280.21,14390.626,1706748299999,32739971.13970,16420,8025.498,18263475.51663,0
1706748300000,2280.21,2283.50,2280.20,2281.50,5131.405,1706748599999,11708884.76427,8630,2293.916,5234286.98432,0
1706748600000,2281.51,2284.98,2281.12,2281.49,6124.792,1706748899999,13984082.69346,7032,3993.293,9117874.67555,0
1706748900000,2281.49,2284.52,2281.48,2282.40,2020.062,1706749199999,4612473.98833,3956,909.470,2076444.97693,0
1706749200000,2282.40,2283.40,2280.47,2281.31,3038.818,1706749499999,6934168.84285,4975,1295.329,2955836.87524,0
1706749500000,2281.32,2281.51,2276.30,2278.98,6330.826,1706749799999,14426976.72341,8187,2466.640,5620724.25026,0
1706749800000,2278.98,2279.10,2269.08,2271.56,11165.856,1706750099999,25373930.73437,14918,3645.757,8285284.79271,0
1706750100000,2271.56,2271.75,2262.93,2264.30,24083.600,1706750399999,54574899.23367,28026,10360.987,23479454.83719,0
1706750400000,2264.29,2264.29,2237.00,2251.25,112875.012,1706750699999,254013596.20025,78360,44007.400,99013198.31904,0
1706750700000,2251.24,2254.60,2248.10,2253.36,12217.256,1706750999999,27502543.15901,17635,6712.007,15110213.71421,0
1706751000000,2253.35,2255.85,2250.00,2254.77,10590.261,1706751299999,23858051.97060,14837,6291.903,14175156.49938,0
1706751300000,2254.77,2255.00,2246.08,2247.51,15774.509,1706751599999,35481147.92610,17323,7272.106,16356131.48122,0
1706751600000,2247.51,2256.42,2246.31,2254.96,9003.168,1706751899999,20275201.98575,13261,5509.098,12410411.19358,0
1706751900000,2254.97,2256.32,2249.64,2249.97,5196.160,1706752199999,11710698.41870,9484,2700.017,6085096.19104,0
1706752200000,2249.96,2251.10,2244.23,2245.47,9627.191,1706752499999,21634859.11889,14679,4632.757,10410708.22399,0
