open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1775001600000,2104.48,2105.91,2099.19,2101.47,32155.133,1775002499999,67621198.22053,62117,13810.693,29046427.90162,0
1775002500000,2101.47,2106.73,2096.02,2100.44,27437.031,1775003399999,57650404.62557,56699,14153.968,29747836.78684,0
1775003400000,2100.43,2102.65,2095.60,2102.65,17314.169,1775004299999,36338740.02421,40805,9136.407,19176496.26169,0
1775004300000,2102.65,2117.44,2099.48,2113.91,76967.818,1775005199999,162477059.32407,109731,48200.436,101755469.48981,0
1775005200000,2113.92,2115.00,2103.44,2106.24,33406.649,1775006099999,70433212.92691,72357,12121.312,25556880.11199,0
1775006100000,2106.24,2106.25,2098.53,2098.66,27518.358,1775006999999,57818331.72206,47238,11374.040,23894723.71847,0
1775007000000,2098.66,2101.50,2090.00,2095.84,41945.944,1775007899999,87872636.60052,74739,19778.024,41443653.69759,0
1775007900000,2095.84,2096.63,2091.01,2092.01,21657.376,1775008799999,45341073.08038,48221,10607.408,22208444.47945,0
1775008800000,2092.00,2095.48,2087.32,2091.71,25174.328,1775009699999,52674318.49066,51933,12695.865,26571246.46330,0
1775009700000,2091.71,2095.35,2081.19,2084.62,57198.337,1775010599999,119394578.32216,80451,27275.783,56962932.03271,0
1775010600000,2084.62,2090.20,2081.44,2087.24,32063.350,1775011499999,66881792.99493,56692,15937.556,33253126.26943,0
1775011500000,2087.23,2090.79,2085.22,2087.58,20025.858,1775012399999,41814152.38813,41895,10470.118,21862728.38189,0
1775012400000,2087.57,2106.73,2087.57,2100.30,64593.295,1775013299999,135534949.65792,100851,39903.127,83712842.51840,0
1775013300000,2100.29,2101.75,2095.58,2097.65,23283.919,1775014199999,48859496.54825,40601,10519.703,22075769.26322,0
1775014200000,2097.64,2100.78,2094.54,2099.75,17315.643,1775015099999,36317157.59356,31655,10327.439,21658240.94297,0
1775015100000,2099.76,2106.00,2099.49,2101.87,27443.279,1775015999999,57707995.48184,47461,15388.089,32359196.12493,0
1775016000000,2101.87,2104.38,2099.18,2100.86,19466.696,1775016899999,40906533.62484,43167,9282.706,19506900.01149,0
1775016900000,2100.86,2109.97,2099.59,2109.21,44690.982,1775017799999,94163720.63073,63356,28618.704,60300482.59024,0
1775017800000,2109.21,2111.23,2106.76,2108.76,28569.877,1775018699999,60257989.43029,40961,13758.392,29021504.93959,0
1775018700000,2108.76,2115.71,2107.99,2110.39,35584.093,1775019599999,75141218.64690,48023,20765.372,43855222.01679,0
1775019600000,2110.38,2114.48,2105.27,2112.84,32624.512,1775020499999,68786994.68886,42370,18716.654,39465986.99092,0
1775020500000,2112.83,2135.60,2111.56,2126.54,164215.365,1775021399999,349056394.94384,180344,99388.658,211263946.23713,0
1775021400000,2126.54,2130.61,2122.37,2124.60,53486.313,1775022299999,113710850.22930,72898,27523.145,58519478.26597,0
1775022300000,2124.59,2127.32,2121.48,2121.65,31066.714,1775023199999,65982992.87752,45602,13571.142,28828829.04924,0
1775023200000,2121.65,2143.33,2121.61,2137.23,126492.400,1775024099999,269936249.81948,134068,83447.371,178080013.17669,0
1775024100000,2137.23,2144.27,2134.07,2143.00,96064.155,1775024999999,205512852.19971,119550,55864.110,119521402.80699,0
1775025000000,2142.99,2154.94,2140.40,2154.10,128037.182,1775025899999,274930300.83989,146930,78103.327,167729282.45136,0
