open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1733011200000,96475.20,96746.30,96313.00,96403.20,4201.075,1733014799999,405464385.14800,79914,2372.155,228943805.01960,0
1733014800000,96403.20,96601.00,96095.20,96164.90,5809.529,1733018399999,559659844.18860,100999,2643.056,254660456.82030,0
1733018400000,96164.80,96487.00,95736.50,95844.90,11179.029,1733021999999,1074512648.99190,171710,4933.954,474440977.40960,0
1733022000000,95844.90,96535.00,95835.40,96404.00,4942.547,1733025599999,475783424.80230,81993,3104.643,298851852.31580,0
1733025600000,96404.00,96585.00,96249.10,96572.20,3050.912,1733029199999,294094748.33700,50426,1308.688,126171368.85500,0
1733029200000,96572.10,96582.80,96324.80,96384.60,2483.377,1733032799999,239606033.68910,45347,904.505,87278617.33500,0
1733032800000,96384.60,96560.90,96350.00,96391.90,1924.675,1733036399999,185654525.16750,35614,775.069,74773272.07810,0
1733036400000,96391.90,96565.00,96366.00,96525.40,1694.551,1733039999999,163479588.15040,33251,963.921,92996234.58140,0
1733040000000,96525.40,97250.00,96480.00,97100.00,11255.264,1733043599999,1091697796.31230,174404,6133.807,594946122.42140,0
1733043600000,97100.10,97164.00,96909.40,97087.00,3188.021,1733047199999,309265218.65680,59672,1416.798,137464516.29350,0
1733047200000,97087.00,97100.00,96585.10,96867.60,4071.413,1733050799999,394232707.50160,63208,1726.766,167168296.88820,0
1733050800000,96867.70,97196.40,96867.60,97163.70,3018.676,1733054399999,293006096.26100,54316,1769.672,171774258.43320,0
1733054400000,97163.70,97184.00,96830.00,96830.30,2982.937,1733057999999,289377438.65630,63285,1135.697,110184505.02190,0
1733058000000,96830.40,97481.30,96705.30,97134.50,8203.668,1733061599999,797184611.70900,122372,4455.400,432957615.72900,0
1733061600000,97134.50,97407.50,97000.00,97343.00,6428.189,1733065199999,624787980.24330,85475,3297.806,320601906.03450,0
1733065200000,97343.10,97371.40,97010.00,97081.40,3326.216,1733068799999,323256565.19670,64896,1370.571,133196283.98050,0
1733068800000,97081.50,97433.00,97052.50,97273.10,5220.782,1733072399999,507977177.09960,73919,2488.590,242125185.06280,0
1733072400000,97273.10,97375.00,97096.10,97375.00,2205.619,1733075999999,214458246.06700,44830,1254.035,121934258.84020,0
1733076000000,97374.90,97632.80,97135.00,97185.60,4994.205,1733079599999,486502765.56580,73068,2479.310,241602703.99680,0
1733079600000,97185.40,97388.00,97029.50,97242.00,3195.410,1733083199999,310586309.44180,56364,1902.837,184998452.76160,0
1733083200000,97242.10,97278.10,96852.70,97169.60,3884.366,1733086799999,376853842.73960,69636,1848.969,179393228.07900,0
1733086800000,97169.60,97878.90,97116.60,97848.20,4729.687,1733090399999,461330817.34300,77627,2755.691,268842925.77270,0
1733090400000,97848.20,97933.00,97455.70,97645.50,5562.682,1733093999999,543105454.46220,86397,2617.902,255601564.04750,0
1733094000000,97645.50,97856.00,97250.00,97265.10,5670.160,1733097599999,553265679.12510,103620,2716.742,265115468.16930,0
