open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1672617600000,16610.40,16618.40,16602.00,16604.30,1921.367,1672618499999,31917030.12480,9854,819.802,13618401.33650,0
1672618500000,16604.30,16604.30,16579.90,16580.30,1586.859,1672619399999,26325758.35980,9254,612.910,10168029.96590,0
1672619400000,16580.20,16589.40,16575.00,16583.90,1292.636,1672620299999,21432197.92020,7005,601.236,9968663.96830,0
1672620300000,16584.00,16584.50,16572.90,16578.00,973.340,1672621199999,16136337.90550,5826,342.046,5670286.26730,0
1672621200000,16578.00,16579.30,16544.40,16558.50,5185.272,1672622099999,85858727.63040,20926,2173.231,35983680.62440,0
1672622100000,16558.40,16562.50,16541.20,16560.50,2634.276,1672622999999,43596496.04750,11270,1228.427,20330851.86320,0
1672623000000,16560.40,16566.90,16556.00,16561.70,1109.676,1672623899999,18378888.78210,5800,540.024,8944072.12810,0
1672623900000,16561.60,16563.40,16556.50,16556.50,603.005,1672624799999,9986268.44280,3246,254.362,4212668.57940,0
1672624800000,16556.50,16568.90,16547.50,16568.90,1108.232,1672625699999,18352699.96860,5598,648.556,10741098.47800,0
1672625700000,16568.90,16572.00,16567.10,16569.60,692.492,1672626599999,11474416.76510,4232,381.845,6327073.26240,0
1672626600000,16569.60,16569.70,16567.50,16569.20,347.226,1672627499999,5753112.81270,2507,198.834,3294439.55310,0
1672627500000,16569.20,16587.10,16569.20,16580.40,1144.253,1672628399999,18972816.96220,5998,751.917,12466919.75940,0
1672628400000,16580.40,16586.50,16579.80,16581.70,656.137,1672629299999,10880477.55120,3609,333.224,5525797.41290,0
1672629300000,16581.70,16583.10,16575.00,16575.90,614.690,1672630199999,10191113.76230,3447,274.902,4557578.98770,0
1672630200000,16575.90,16604.10,16575.90,16598.80,1644.512,1672631099999,27291677.48300,7815,1022.802,16973289.27320,0
1672631100000,16598.80,16700.70,16594.70,16654.60,15127.773,1672631999999,252074984.99070,58937,9114.966,151868014.29870,0
1672632000000,16654.70,16665.00,16632.60,16635.90,3702.587,1672632899999,61652094.87460,18442,1556.170,25913792.38170,0
1672632900000,16636.00,16643.70,16626.30,16633.80,1931.546,1672633799999,32128751.12930,10398,949.759,15798528.76220,0
1672633800000,16633.80,16641.80,16621.80,16625.00,1505.733,1672634699999,25043353.38480,7752,604.643,10056813.83220,0
