open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1775001600000,68241.40,68241.50,67975.30,68004.70,1492.124,1775002499999,101611391.49220,45797,541.589,36879245.14220,0
1775002500000,68004.60,68177.90,67863.30,67964.30,1713.244,1775003399999,116478573.87390,48823,651.537,44296525.36430,0
1775003400000,67964.30,68031.70,67808.10,68031.20,1127.230,1775004299999,76559106.30170,35424,483.047,32811483.18220,0
1775004300000,68031.20,68305.10,67989.80,68288.00,1566.746,1775005199999,106818236.89960,47707,1036.780,70683501.98960,0
1775005200000,68288.00,68330.00,68106.30,68223.70,1374.879,1775006099999,93818029.00560,45754,711.951,48581012.16050,0
1775006100000,68223.80,68223.80,67976.50,68006.40,1394.835,1775006999999,94952764.00820,35368,641.545,43670951.77380,0
1775007000000,68006.30,68054.70,67755.10,67915.80,1691.878,1775007899999,114860699.08950,47321,661.971,44936670.92210,0
1775007900000,67915.90,67920.00,67707.50,67746.40,1405.442,1775008799999,95331731.99670,34580,696.647,47259877.31740,0
1775008800000,67746.40,67873.10,67662.20,67803.30,1141.800,1775009699999,77391531.85040,39205,576.216,39056027.35830,0
1775009700000,67803.30,67881.20,67556.10,67603.60,1499.697,1775010599999,101560203.97950,45775,583.290,39512178.01080,0
1775010600000,67603.70,67691.30,67534.90,67617.70,996.207,1775011499999,67361784.04640,32708,433.541,29316491.09390,0
1775011500000,67617.70,67705.80,67558.70,67623.80,754.486,1775012399999,51018168.31690,25047,397.746,26894050.53680,0
1775012400000,67623.90,68086.20,67623.90,67950.00,1844.274,1775013299999,125234827.26500,51574,1153.531,78329208.89140,0
1775013300000,67950.00,67995.90,67890.00,67932.00,691.363,1775014199999,46968600.33300,21719,332.847,22613617.85130,0
1775014200000,67932.20,68050.00,67872.50,68025.70,759.261,1775015099999,51593635.29160,22730,445.213,30261530.81600,0
1775015100000,68025.70,68214.50,68025.70,68134.00,1598.531,1775015999999,108912011.66210,38119,973.496,66330392.75270,0
1775016000000,68134.00,68234.00,67965.00,68037.10,2111.538,1775016899999,143756122.50890,45546,887.735,60455851.53950,0
1775016900000,68037.20,68188.90,67999.50,68118.80,1820.154,1775017799999,123958564.85950,37306,887.140,60418801.47210,0
1775017800000,68118.90,68248.00,68067.20,68186.70,746.009,1775018699999,50859239.50650,23005,423.597,28881611.35350,0
1775018700000,68186.70,68450.00,68166.00,68272.30,2128.406,1775019599999,145362127.91170,40007,1265.818,86467107.09040,0
1775019600000,68272.30,68401.00,68114.50,68366.30,1396.065,1775020499999,95240084.51010,30742,825.796,56345820.44470,0
